#PROG: Sep 19 2016, 10:15:58
#RTC: 2016/9/19-10:15:27,
#StatsDelayMs=10000,EdiskDelayMs=1500000,NClickTimes=5,LedsThresh=[30,70,150,350,800,]
#StatsETA=4146,EdiskETA=1494146,isRec=1,clicks=0,maxCPM=0,EDISK_nextIx=301,
#  clickTimes=[5854,5854,5854,5854,5854,]
clicks,maxCPM
1474309575,2,50
1474309585,1,14
1474309595,10,120
1474309605,6,105
1474309615,6,71
1474309625,4,30
1474309635,4,74
1474309645,2,24
1474309655,9,126
1474309665,3,78
1474309675,7,55
1474309685,8,192
1474309695,7,56
1474309705,4,55
1474309715,3,35
1474309725,11,156
1474309735,7,179
1474309745,4,50
1474309755,9,139
1474309765,4,224
1474309775,5,43
1474309785,5,48
1474309795,4,35
1474309805,7,89
1474309815,10,147
1474309825,7,107
1474309835,9,97
1474309845,6,115
1474309855,9,90
1474309865,7,116
1474309875,2,28
1474309885,5,61
1474309895,5,37
1474309905,3,45
1474309915,4,29
1474309925,6,51
1474309935,4,55
1474309945,8,100
1474309955,4,39
1474309965,7,72
1474309975,8,62
1474309985,6,57
1474309995,6,102
1474310005,7,60
1474310015,7,68
1474310025,8,72
1474310035,6,65
1474310045,6,80
1474310055,7,70
1474310065,8,102
1474310075,13,122
1474310085,9,139
1474310095,5,92
1474310105,1,74
1474310115,8,141
1474310125,4,41
1474310135,9,84
1474310145,6,60
#Long loop: REC=1
1474310155,3,34
1474310165,5,42
1474310175,6,47
1474310185,3,62
1474310195,5,41
1474310205,6,79
1474310215,8,86
1474310225,6,65
1474310235,6,101
1474310245,6,73
1474310255,6,79
1474310266,3,56
1474310276,6,50
1474310286,5,53
1474310296,4,32
1474310306,2,24
1474310316,9,185
1474310326,11,210
1474310336,5,57
1474310346,3,23
1474310356,7,118
1474310366,6,67
1474310376,6,111
1474310386,6,89
1474310396,6,66
1474310406,4,42
1474310416,7,64
1474310426,6,59
1474310436,9,381
1474310446,6,106
1474310456,4,39
1474310466,4,34
1474310476,7,83
1474310486,2,24
1474310496,9,71
1474310506,9,138
1474310516,7,83
1474310526,7,89
1474310536,3,38
1474310546,5,67
1474310556,2,21
1474310566,4,50
1474310576,5,49
1474310586,7,64
1474310596,8,327
1474310606,5,43
1474310616,4,39
1474310626,5,46
1474310636,8,166
1474310646,3,38
1474310656,5,30
1474310666,4,30
1474310676,4,72
1474310686,5,52
1474310696,3,48
1474310706,4,22
1474310716,6,73
1474310726,3,40
1474310736,5,54
1474310746,3,28
1474310756,3,26
1474310766,7,85
1474310776,4,35
1474310786,4,71
1474310796,8,99
1474310806,6,91
1474310816,1,25
1474310826,3,17
1474310836,4,25
1474310846,4,37
1474310856,6,48
1474310866,6,61
1474310876,4,48
1474310886,2,30
1474310896,3,19
1474310906,8,81
1474310916,5,66
1474310926,7,53
1474310936,2,25
1474310946,6,70
1474310956,6,82
1474310966,4,64
1474310976,3,22
1474310986,5,46
1474310996,4,44
1474311006,5,49
1474311016,3,52
1474311026,6,72
1474311036,9,115
1474311046,2,66
1474311056,5,69
1474311066,9,315
1474311076,1,46
1474311086,4,22
1474311096,5,43
1474311106,6,96
1474311116,12,318
1474311126,0,0
1474311136,7,75
1474311146,7,67
1474311156,8,100
1474311166,4,56
1474311176,3,32
1474311186,5,66
1474311196,4,29
1474311206,5,51
1474311217,4,39
1474311227,7,95
1474311237,8,165
1474311247,10,112
1474311257,6,125
1474311267,3,36
1474311277,3,23
1474311287,4,29
1474311297,5,35
1474311307,5,61
1474311317,6,59
1474311327,7,206
1474311337,6,176
1474311347,9,104
1474311357,8,93
1474311367,6,68
1474311377,5,48
1474311387,7,148
1474311397,6,48
1474311407,10,421
1474311417,4,36
1474311427,4,67
1474311437,7,102
1474311447,11,120
1474311457,2,84
1474311467,5,54
1474311477,4,33
1474311487,4,74
1474311497,4,28
1474311507,2,34
1474311517,6,82
1474311527,11,217
1474311537,4,94
1474311547,2,23
1474311557,8,139
1474311567,9,99
1474311577,7,74
1474311587,3,59
1474311597,4,24
1474311607,6,71
1474311617,5,45
1474311627,3,52
1474311637,10,115
1474311647,7,147
#Long loop: REC=1
1474311657,7,77
1474311667,4,34
1474311677,7,68
1474311687,9,87
1474311697,8,100
1474311707,1,43
1474311717,9,222
1474311727,3,55
1474311737,3,26
1474311747,6,58
1474311757,2,33
1474311767,1,12
1474311777,9,112
1474311787,5,44
1474311797,4,48
1474311807,5,68
1474311817,3,35
1474311827,3,20
1474311837,3,24
1474311847,7,90
1474311857,5,66
1474311867,5,51
1474311877,7,106
1474311887,4,30
1474311897,5,139
1474311907,9,112
1474311917,5,67
1474311927,5,33
1474311937,2,27
1474311947,5,47
1474311957,2,42
1474311967,5,99
1474311977,7,68
1474311987,4,43
1474311997,3,34
1474312007,7,76
1474312017,4,63
1474312027,5,50
1474312037,6,78
1474312047,5,35
1474312057,8,149
1474312067,3,42
1474312077,4,33
1474312087,4,35
1474312097,7,58
1474312107,1,26
1474312117,10,92
1474312127,6,62
1474312137,6,54
1474312147,5,46
1474312157,2,29
1474312167,4,36
1474312178,4,34
1474312188,6,129
1474312198,8,86
1474312208,5,80
1474312218,6,42
1474312228,3,50
1474312238,2,25
1474312248,3,20
1474312258,2,21
1474312268,6,62
1474312278,2,32
1474312288,9,100
1474312298,4,48
1474312308,10,159
1474312318,5,46
1474312328,7,83
1474312338,2,30
1474312348,4,28
1474312358,6,92
1474312368,4,36
1474312378,5,81
1474312388,3,24
1474312398,6,123
1474312408,7,56
1474312418,2,36
1474312428,4,33
1474312438,5,51
1474312448,5,45
1474312458,6,58
1474312468,3,40
1474312478,4,44
1474312488,4,30
1474312498,5,55
1474312508,5,38
1474312518,4,42
1474312528,7,93
1474312538,3,37
1474312548,2,20
1474312558,5,62
1474312568,4,42
1474312578,4,27
1474312588,6,118
1474312598,6,89
1474312608,4,116
1474312618,4,68
1474312628,5,47
1474312638,6,77
1474312648,6,39
1474312658,3,115
1474312668,4,26
1474312678,9,116
1474312688,6,192
1474312698,6,80
1474312708,7,94
1474312718,9,106
1474312728,2,45
1474312738,6,59
1474312748,5,51
1474312758,7,60
1474312768,5,156
1474312778,6,56
1474312788,5,59
1474312798,6,66
1474312808,8,67
1474312818,0,0
1474312828,2,16
1474312838,9,78
1474312848,6,55
1474312858,4,49
1474312868,5,48
1474312878,7,80
1474312888,2,94
1474312898,4,25
1474312908,4,35
1474312918,6,89
1474312928,8,157
1474312938,4,88
1474312948,5,63
1474312958,6,51
1474312968,3,30
1474312978,8,76
1474312988,1,30
1474312998,6,115
1474313008,4,28
1474313018,5,74
1474313028,8,96
1474313038,3,39
1474313048,5,47
1474313058,4,35
1474313068,8,119
1474313078,8,51
1474313088,2,163
1474313098,7,45
1474313108,2,46
1474313118,5,42
1474313128,6,75
1474313138,4,50
1474313148,6,51
#Long loop: REC=1
1474313158,4,61
1474313168,5,37
1474313178,4,31
1474313188,2,22
1474313198,4,26
1474313208,7,62
1474313219,5,66
1474313229,2,30
1474313239,2,20
1474313249,2,17
1474313259,3,19
1474313269,4,62
1474313279,4,29
1474313289,4,32
1474313299,2,27
1474313309,6,53
1474313319,5,45
1474313329,2,23
1474313339,4,45
1474313349,7,50
1474313359,7,98
1474313369,4,30
1474313379,6,48
1474313389,9,146
1474313399,8,73
1474313409,5,105
1474313419,5,83
1474313429,4,50
1474313439,3,36
1474313449,4,27
1474313459,6,52
1474313469,5,43
1474313479,7,103
1474313489,7,90
1474313499,2,35
1474313509,6,62
1474313519,7,58
1474313529,3,46
1474313539,5,45
1474313549,8,160
1474313559,7,82
1474313569,4,41
1474313579,6,147
1474313589,9,147
1474313599,2,42
1474313609,4,20
1474313619,4,57
1474313629,5,46
1474313639,4,52
1474313649,6,36
1474313659,5,91
1474313669,7,228
1474313679,9,101
1474313689,5,70
1474313699,7,76
1474313709,4,34
1474313719,6,68
1474313729,6,68
1474313739,2,38
1474313749,5,42
1474313759,1,29
1474313769,3,14
1474313779,7,77
1474313789,3,68
1474313799,7,73
1474313809,7,116
1474313819,6,63
1474313829,4,67
1474313839,5,173
1474313849,5,42
1474313859,3,59
1474313869,2,19
1474313879,1,12
1474313889,4,26
1474313899,8,120
1474313909,5,66
1474313919,3,43
1474313929,4,30
1474313939,5,72
1474313949,6,122
1474313959,6,63
1474313969,2,47
1474313979,3,19
1474313989,7,77
1474313999,10,120
1474314009,5,69
1474314019,2,38
1474314029,7,103
1474314039,4,105
1474314049,3,32
1474314059,6,43
1474314069,8,133
1474314079,2,34
1474314089,4,27
1474314099,7,72
1474314109,8,87
1474314119,3,45
1474314129,2,22
1474314139,5,52
1474314149,4,36
1474314159,5,48
1474314169,5,48
1474314179,6,62
1474314189,3,28
1474314199,5,55
1474314209,4,34
1474314219,6,79
1474314229,7,68
1474314239,9,155
1474314249,4,70
1474314259,2,32
1474314269,2,17
1474314280,3,34
1474314290,7,86
1474314300,9,112
1474314310,4,66
1474314320,3,27
1474314330,7,64
1474314340,8,92
1474314350,5,76
1474314360,4,34
1474314370,7,70
1474314380,3,49
1474314390,3,22
1474314400,4,38
1474314410,7,98
1474314420,1,23
1474314430,5,47
1474314440,5,55
1474314450,5,47
1474314460,5,62
1474314470,7,75
1474314480,5,53
1474314490,1,27
1474314500,3,22
1474314510,4,29
1474314520,6,61
1474314530,6,44
1474314540,4,60
1474314550,2,20
1474314560,8,68
1474314570,7,80
1474314580,5,52
1474314590,6,94
1474314600,5,48
1474314610,5,44
1474314620,2,31
1474314630,9,129
1474314640,5,44
1474314650,4,77
#Long loop: REC=1
1474314660,7,71
1474314670,3,50
1474314680,2,26
1474314690,4,19
1474314700,8,67
1474314710,9,120
1474314720,4,49
1474314730,6,45
1474314740,4,34
1474314750,6,53
1474314760,1,33
1474314770,5,67
1474314780,1,61
1474314790,2,19
1474314800,3,18
1474314810,2,23
1474314820,4,24
1474314830,4,34
1474314840,3,35
1474314850,6,45
1474314860,3,62
1474314870,4,32
1474314880,7,67
1474314890,4,133
1474314900,7,86
1474314910,4,50
1474314920,4,34
1474314930,4,34
1474314940,6,49
1474314950,5,74
1474314960,9,120
1474314970,5,45
1474314980,5,114
1474314990,6,60
1474315000,7,63
1474315010,6,83
1474315020,4,60
1474315030,5,68
1474315040,4,40
1474315050,3,32
1474315060,2,28
1474315070,6,53
1474315080,8,98
1474315090,4,51
1474315100,3,29
1474315110,11,134
1474315120,1,75
1474315130,5,48
1474315140,5,45
1474315150,8,95
1474315160,8,125
1474315170,5,39
1474315180,3,31
1474315190,5,57
1474315200,2,31
1474315210,11,287
1474315220,4,59
1474315230,9,81
1474315240,5,58
1474315250,7,110
1474315260,6,53
1474315270,4,42
1474315280,9,105
1474315290,2,63
1474315300,7,116
1474315310,6,61
1474315320,3,35
1474315331,5,45
1474315341,3,41
1474315351,4,26
1474315361,6,53
1474315371,7,112
1474315381,5,43
1474315391,3,75
1474315401,4,31
1474315411,5,59
1474315421,7,108
1474315431,9,145
1474315441,2,33
1474315451,6,54
1474315461,10,225
1474315471,1,34
1474315481,10,93
1474315491,1,25
1474315501,7,66
1474315511,7,87
1474315521,11,166
1474315531,3,29
1474315541,6,67
1474315551,2,30
1474315561,3,22
1474315571,3,21
1474315581,6,38
1474315591,4,43
1474315601,3,42
1474315611,5,55
1474315621,3,23
1474315631,2,37
1474315641,7,56
1474315651,8,83
1474315661,7,132
1474315671,6,79
1474315681,4,40
1474315691,9,97
1474315701,5,90
1474315711,5,36
1474315721,1,27
1474315731,5,36
1474315741,2,65
1474315751,6,117
1474315761,6,60
1474315771,8,179
1474315781,6,47
1474315791,4,45
1474315801,3,33
1474315811,2,24
1474315821,0,0
1474315831,12,248
1474315841,1,56
1474315851,4,19
1474315861,5,46
1474315871,4,37
1474315881,3,73
1474315891,7,46
1474315901,7,72
1474315911,7,69
1474315921,3,31
1474315931,2,22
1474315941,8,74
1474315951,5,54
1474315961,4,36
1474315971,3,32
1474315981,4,29
1474315991,4,39
1474316001,10,164
1474316011,8,114
1474316021,2,86
1474316031,2,23
1474316041,4,26
1474316051,5,73
1474316061,6,74
1474316071,3,49
1474316081,1,15
1474316091,5,32
1474316101,6,118
1474316111,3,26
1474316121,6,79
1474316131,5,55
1474316141,7,54
1474316151,3,109
#Long loop: REC=1
1474316161,3,27
1474316171,6,76
1474316181,3,40
1474316191,6,70
1474316201,2,26
1474316211,3,18
1474316221,6,43
1474316231,10,132
1474316241,5,61
1474316251,7,74
1474316261,7,82
1474316271,3,50
1474316281,4,36
1474316291,3,22
1474316301,3,27
1474316311,7,84
1474316321,3,44
1474316331,6,52
1474316341,3,39
1474316351,4,24
1474316361,5,62
1474316371,3,32
1474316381,3,27
1474316391,4,32
1474316402,5,135
1474316412,2,29
1474316422,5,41
1474316432,4,41
1474316442,7,54
1474316452,3,44
1474316462,4,29
1474316472,5,54
1474316482,5,48
1474316492,5,38
1474316502,7,81
1474316512,6,55
1474316522,7,59
1474316532,2,40
1474316542,5,38
1474316552,7,68
1474316562,6,78
1474316572,5,70
1474316582,6,46
1474316592,3,43
1474316602,5,46
1474316612,5,39
1474316622,3,104
1474316632,7,179
1474316642,7,64
1474316652,7,100
1474316662,3,50
1474316672,2,25
1474316682,5,41
1474316692,3,28
1474316702,5,43
1474316712,5,65
1474316722,10,122
1474316732,2,53
1474316742,5,66
1474316752,4,30
1474316762,5,64
1474316772,5,60
1474316782,5,64
1474316792,5,38
1474316802,4,45
1474316812,4,57
1474316822,5,71
1474316832,3,32
1474316842,10,145
1474316852,3,75
1474316862,9,106
1474316872,4,30
1474316882,3,35
1474316892,9,82
1474316902,6,84
1474316912,4,40
1474316922,3,30
1474316932,8,112
1474316942,6,133
1474316952,1,43
1474316962,4,28
1474316972,5,51
1474316982,5,63
1474316992,4,37
1474317002,5,58
1474317012,5,45
1474317022,1,25
1474317032,3,18
1474317042,5,40
1474317052,7,70
1474317062,7,67
1474317072,6,56
1474317082,4,31
1474317092,4,38
1474317102,3,70
1474317112,9,111
1474317122,9,125
1474317132,4,98
1474317142,3,27
1474317152,7,69
1474317162,5,91
1474317172,8,91
1474317182,6,72
1474317192,4,44
1474317202,4,34
1474317212,9,129
1474317222,5,45
1474317232,4,35
1474317242,3,34
1474317252,5,82
1474317262,9,141
1474317272,4,31
1474317282,8,81
1474317292,4,32
1474317302,2,41
1474317312,8,84
1474317322,3,32
1474317332,4,35
1474317342,5,34
1474317352,4,42
1474317362,6,66
1474317372,1,19
1474317382,4,34
1474317392,7,45
1474317402,5,99
1474317412,4,38
1474317422,4,42
1474317432,8,319
1474317442,8,78
1474317452,7,108
1474317462,8,115
1474317473,8,102
1474317483,2,22
1474317493,3,34
1474317503,6,37
1474317513,9,178
1474317523,4,88
1474317533,4,45
1474317543,6,72
1474317553,6,52
1474317563,4,52
1474317573,4,40
1474317583,5,70
1474317593,3,40
1474317603,5,36
1474317613,2,31
1474317623,4,25
1474317633,2,28
1474317643,2,17
1474317653,7,43
#Long loop: REC=1
1474317663,5,46
1474317673,2,60
1474317683,4,21
1474317693,2,44
1474317703,6,44
1474317713,2,25
1474317723,6,46
1474317733,4,48
1474317743,7,103
1474317753,2,29
1474317763,8,148
1474317773,5,54
1474317783,3,31
1474317793,9,168
1474317803,3,50
1474317813,2,24
1474317823,6,59
1474317833,7,51
1474317843,6,94
1474317853,4,54
1474317863,2,21
1474317873,3,21
1474317883,2,21
1474317893,4,31
1474317903,3,27
1474317913,6,59
1474317923,6,97
1474317933,5,60
1474317943,4,45
1474317953,7,64
1474317963,2,36
1474317973,7,123
1474317983,2,54
1474317993,8,109
1474318003,4,58
1474318013,4,33
1474318023,5,51
1474318033,6,67
1474318043,4,34
1474318053,4,48
1474318063,9,584
1474318073,7,262
1474318083,5,171
1474318093,3,60
1474318103,5,79
1474318113,7,51
1474318123,8,83
1474318133,5,75
1474318143,6,82
1474318153,4,46
1474318163,4,26
1474318173,4,33
1474318183,5,47
1474318193,2,35
1474318203,3,21
1474318213,9,126
1474318223,5,61
1474318233,10,94
1474318243,5,112
1474318253,5,44
1474318263,5,38
1474318273,4,44
1474318283,9,182
1474318293,5,70
1474318303,6,63
1474318313,5,60
1474318323,6,75
1474318333,3,52
1474318343,5,50
1474318353,5,37
1474318363,9,96
1474318373,5,71
1474318383,7,82
1474318393,4,67
1474318403,8,126
1474318413,9,226
1474318423,1,33
1474318433,9,178
1474318443,7,65
1474318453,9,102
1474318463,4,45
1474318473,2,23
1474318483,2,18
1474318493,3,26
1474318503,7,79
1474318513,6,97
1474318524,7,156
1474318534,5,47
1474318544,5,45
1474318554,4,45
1474318564,10,86
1474318574,7,137
1474318584,3,44
1474318594,6,56
1474318604,3,25
1474318614,5,47
1474318624,1,42
1474318634,8,181
1474318644,1,81
1474318654,8,104
1474318664,4,64
1474318674,6,72
1474318684,3,30
1474318694,10,125
1474318704,5,88
1474318714,9,90
1474318724,5,60
1474318734,5,43
1474318744,3,50
1474318754,7,179
1474318764,3,34
1474318774,8,166
1474318784,5,123
1474318794,9,129
1474318804,8,73
1474318814,5,51
1474318824,5,52
1474318834,1,52
1474318844,6,120
1474318854,5,107
1474318864,4,25
1474318874,2,37
1474318884,3,21
1474318894,4,45
1474318904,2,18
1474318914,5,54
1474318924,3,35
1474318934,7,70
1474318944,6,81
1474318954,4,62
1474318964,5,118
1474318974,8,134
1474318984,5,42
1474318994,3,47
1474319004,5,53
1474319014,3,51
1474319024,5,41
1474319034,6,62
1474319044,4,37
1474319054,1,21
1474319064,5,54
1474319074,6,50
1474319084,6,60
1474319094,2,31
1474319104,7,66
1474319114,10,193
1474319124,2,34
1474319134,2,18
1474319144,6,48
1474319154,3,82
#Long loop: REC=1
1474319164,10,106
1474319174,4,139
1474319184,5,55
1474319194,7,95
1474319204,8,91
1474319214,1,23
1474319224,5,36
1474319234,6,136
1474319244,6,88
1474319254,6,113
1474319264,3,36
1474319274,7,62
1474319284,9,116
1474319294,5,112
1474319304,0,0
1474319314,2,11
1474319324,4,28
1474319334,6,143
1474319344,5,53
1474319354,5,80
1474319364,3,21
1474319374,4,36
1474319384,4,45
1474319394,10,104
1474319404,4,47
1474319414,10,90
1474319424,6,61
1474319434,4,51
1474319444,4,37
1474319454,8,69
1474319464,6,159
1474319474,7,54
1474319484,3,39
1474319494,3,39
1474319504,7,73
1474319514,8,83
1474319524,3,68
1474319534,5,59
1474319544,4,27
1474319554,5,47
1474319564,6,63
1474319574,2,57
1474319585,2,16
1474319595,7,77
1474319605,7,96
1474319615,7,77
1474319625,4,75
1474319635,5,66
1474319645,4,28
1474319655,4,49
1474319665,5,54
1474319675,6,54
1474319685,5,61
1474319695,2,32
1474319705,5,34
1474319715,4,58
1474319725,4,32
1474319735,3,35
1474319745,7,44
1474319755,12,182
1474319765,5,90
1474319775,6,58
1474319785,5,70
1474319795,4,57
1474319805,8,93
1474319815,7,68
1474319825,6,76
1474319835,3,55
1474319845,5,35
1474319855,5,46
1474319865,3,32
1474319875,7,83
1474319885,6,187
1474319895,6,95
1474319905,2,37
1474319915,3,28
1474319925,1,27
1474319935,4,16
1474319945,3,41
1474319955,6,77
1474319965,6,61
1474319975,6,58
1474319985,6,132
1474319995,3,90
1474320005,7,63
1474320015,6,88
1474320025,4,43
1474320035,2,24
1474320045,8,143
1474320055,10,332
1474320065,5,54
1474320075,3,28
1474320085,4,30
1474320095,3,35
1474320105,3,26
1474320115,10,235
1474320125,5,122
1474320135,4,30
1474320145,12,179
1474320155,7,75
1474320165,5,49
1474320175,3,30
1474320185,7,68
1474320195,3,30
1474320205,5,59
1474320215,5,50
1474320225,2,44
1474320235,2,24
1474320245,3,23
1474320255,6,61
1474320265,7,174
1474320275,1,27
1474320285,7,44
1474320295,4,161
1474320305,5,38
1474320315,3,36
1474320325,4,24
1474320335,1,30
1474320345,7,59
1474320355,3,40
1474320365,10,97
1474320375,3,63
1474320385,3,59
1474320395,7,56
1474320405,6,73
1474320415,3,70
1474320425,5,34
1474320435,5,53
1474320445,2,45
1474320455,4,19
1474320465,7,70
1474320475,4,48
1474320485,3,30
1474320495,3,22
1474320505,10,205
1474320515,5,67
1474320525,8,101
1474320535,5,40
1474320545,2,46
1474320555,4,21
1474320565,9,95
1474320575,5,69
1474320585,8,82
1474320595,5,63
1474320605,10,602
1474320616,4,40
1474320626,6,51
1474320636,6,66
1474320646,4,31
1474320656,1,24
#Long loop: REC=1
1474320666,3,16
1474320676,5,88
1474320686,5,49
1474320696,8,136
1474320706,3,69
1474320716,4,29
1474320726,5,52
1474320736,4,59
1474320746,9,112
1474320756,1,59
1474320766,4,24
1474320776,0,0
1474320786,3,15
1474320796,1,10
1474320806,7,112
1474320816,0,0
1474320826,6,66
1474320836,4,35
1474320846,5,39
1474320856,7,88
1474320866,3,27
1474320876,3,29
1474320886,8,407
1474320896,6,91
1474320906,4,47
1474320916,7,58
1474320926,9,120
1474320936,7,73
1474320946,3,43
1474320956,5,69
1474320966,3,70
1474320976,2,21
1474320986,5,44
1474320996,9,110
1474321006,4,55
1474321016,3,48
1474321026,6,63
1474321036,2,39
1474321046,4,35
1474321056,3,52
1474321066,8,78
1474321076,3,41
1474321086,9,80
1474321096,3,43
1474321106,7,103
1474321116,6,67
1474321126,3,36
1474321136,2,19
1474321146,5,44
1474321156,5,63
1474321166,2,31
1474321176,3,17
1474321186,6,148
1474321196,3,45
1474321206,8,75
1474321216,7,80
1474321226,9,141
1474321236,2,44
1474321246,8,161
1474321256,5,70
1474321266,3,55
1474321276,3,25
1474321286,6,59
1474321296,4,42
1474321306,8,168
1474321316,5,50
1474321326,4,62
1474321336,6,43
1474321346,10,151
1474321356,5,43
1474321366,6,92
1474321376,5,51
1474321386,7,154
1474321396,5,38
1474321406,5,55
1474321416,1,21
1474321426,7,253
1474321436,1,43
1474321446,7,58
1474321456,5,51
1474321466,4,40
1474321476,5,61
1474321486,8,80
1474321496,3,53
1474321506,3,36
1474321516,10,75
1474321526,7,171
1474321536,2,22
1474321546,6,62
1474321556,7,169
1474321566,5,43
1474321576,6,154
1474321586,2,20
1474321596,8,102
1474321606,5,39
1474321616,5,95
1474321626,8,104
1474321636,2,44
1474321646,3,23
1474321657,2,17
1474321667,7,189
1474321677,3,24
1474321687,7,61
1474321697,8,83
1474321707,3,43
1474321717,6,104
1474321727,4,49
1474321737,3,35
1474321747,9,99
1474321757,6,71
1474321767,2,30
1474321777,6,41
1474321787,12,229
1474321797,7,66
1474321807,5,69
1474321817,7,65
1474321827,5,82
1474321837,4,65
1474321847,4,40
1474321857,10,146
1474321867,2,29
1474321877,8,165
1474321887,6,108
1474321897,4,41
1474321907,3,29
1474321917,7,77
1474321927,2,54
1474321937,4,46
1474321947,3,26
1474321957,5,57
1474321967,6,59
1474321977,7,159
1474321987,6,69
1474321997,2,41
1474322007,6,54
1474322017,6,77
1474322027,2,52
1474322037,5,42
1474322047,6,73
1474322057,2,31
1474322067,5,39
1474322077,7,62
1474322087,5,70
1474322097,7,61
1474322107,4,29
1474322117,8,127
1474322127,3,44
1474322137,3,20
1474322147,4,40
1474322157,6,63
#Long loop: REC=1
1474322167,9,160
1474322177,9,98
1474322187,7,115
1474322197,3,33
1474322207,6,152
1474322217,8,231
1474322227,6,131
1474322237,5,55
1474322247,8,113
1474322257,5,48
1474322267,3,24
1474322277,7,88
1474322287,3,33
1474322297,6,52
1474322307,9,94
1474322317,3,57
1474322327,7,87
1474322337,4,73
1474322347,5,61
1474322357,5,71
1474322367,10,125
1474322377,4,71
1474322387,0,0
1474322397,4,18
1474322407,4,25
1474322417,5,53
1474322427,5,47
1474322437,7,67
1474322447,4,42
1474322457,4,33
1474322467,6,64
1474322477,7,64
1474322487,5,51
1474322497,2,37
1474322507,7,73
1474322517,7,154
1474322527,11,266
1474322537,1,29
1474322547,7,57
1474322557,7,69
1474322567,9,212
1474322577,4,62
1474322587,2,32
1474322597,8,89
1474322607,7,94
1474322617,6,64
1474322627,7,100
1474322637,5,38
1474322647,4,44
1474322657,7,63
1474322667,8,80
1474322677,5,130
1474322688,6,75
1474322698,4,40
1474322708,6,53
1474322718,4,47
1474322728,2,33
1474322738,5,50
1474322748,8,100
1474322758,3,68
1474322768,4,24
1474322778,4,33
1474322788,2,50
1474322798,2,17
1474322808,3,22
1474322818,4,37
1474322828,4,32
1474322838,3,36
1474322848,6,146
1474322858,4,26
1474322868,5,54
1474322878,6,70
1474322888,4,41
1474322898,3,31
1474322908,5,83
1474322918,3,28
1474322928,7,52
1474322938,7,98
1474322948,4,44
1474322958,7,104
1474322968,4,43
1474322978,11,129
1474322988,3,34
1474322998,3,52
1474323008,5,32
1474323018,7,73
1474323028,2,104
1474323038,7,76
1474323048,7,142
1474323058,3,82
1474323068,4,24
1474323078,1,33
1474323088,4,16
1474323098,6,75
1474323108,5,94
1474323118,6,71
1474323128,6,53
1474323138,8,82
1474323148,2,56
1474323158,4,26
1474323168,4,37
1474323178,1,23
1474323188,3,20
1474323198,5,35
1474323208,4,66
1474323218,4,29
1474323228,4,77
1474323238,4,44
1474323248,5,43
1474323258,7,77
1474323268,2,54
1474323278,6,51
1474323288,4,45
1474323298,8,103
1474323308,3,58
1474323318,1,18
1474323328,2,11
1474323338,8,105
1474323348,6,90
1474323358,5,61
1474323368,7,48
1474323378,5,94
1474323388,4,30
1474323398,2,29
1474323408,4,48
1474323418,4,37
1474323428,4,45
1474323438,2,26
1474323448,3,19
1474323458,6,143
1474323468,4,32
1474323478,9,120
1474323488,4,49
1474323498,4,30
1474323508,4,87
1474323518,2,30
1474323528,3,22
1474323538,5,40
1474323548,6,55
1474323558,4,48
1474323568,3,36
1474323578,2,20
1474323588,7,48
1474323598,3,32
1474323608,5,48
1474323618,4,43
1474323628,4,29
1474323638,5,42
1474323648,4,60
1474323658,3,23
#Long loop: REC=1
1474323668,2,18
1474323678,5,34
1474323688,5,54
1474323698,5,92
1474323708,5,42
1474323718,2,26
1474323728,4,30
1474323738,5,78
1474323748,6,88
1474323759,7,106
1474323769,3,31
1474323779,5,57
1474323789,5,60
1474323799,3,42
1474323809,3,38
1474323819,5,69
1474323829,4,48
1474323839,5,71
1474323849,3,52
1474323859,4,32
1474323869,4,52
1474323879,6,106
1474323889,7,109
1474323899,3,62
1474323909,6,51
1474323919,6,93
1474323929,10,90
1474323939,3,54
1474323949,4,29
1474323959,3,26
1474323969,5,47
1474323979,4,53
1474323989,1,30
1474323999,4,16
1474324009,5,143
1474324019,1,30
1474324029,8,151
1474324039,10,114
1474324049,3,85
1474324059,4,25
1474324069,4,32
1474324079,3,35
1474324089,9,140
1474324099,7,72
1474324109,6,108
1474324119,4,46
1474324129,6,51
1474324139,4,26
1474324149,2,27
1474324159,9,102
1474324169,6,184
1474324179,4,33
1474324189,7,85
1474324199,7,89
1474324209,0,0
1474324219,6,56
1474324229,4,56
1474324239,3,29
1474324249,3,25
1474324259,4,57
1474324269,7,60
1474324279,4,27
1474324289,5,57
1474324299,6,40
1474324309,2,61
1474324319,8,93
1474324329,6,69
1474324339,1,60
1474324349,5,45
1474324359,4,28
1474324369,6,67
1474324379,9,91
1474324389,8,123
1474324399,9,665
1474324409,4,34
1474324419,3,39
1474324429,8,85
1474324439,4,192
1474324449,2,19
1474324459,9,135
1474324469,2,34
1474324479,2,21
1474324489,4,30
1474324499,2,25
1474324509,4,31
1474324519,8,68
1474324529,3,46
1474324539,4,29
1474324549,4,48
1474324559,4,37
1474324569,4,34
1474324579,4,61
1474324589,6,54
1474324599,6,57
1474324609,5,58
1474324619,4,30
1474324629,3,22
1474324639,2,25
1474324649,5,34
1474324659,8,160
1474324669,4,36
1474324679,5,61
1474324689,6,92
1474324699,3,32
1474324709,6,72
1474324719,6,80
1474324729,3,37
1474324739,5,66
1474324749,4,68
1474324759,6,96
1474324769,2,25
1474324779,10,177
1474324789,4,57
1474324800,4,30
