#PROG: Sep 19 2016, 10:15:58
#RTC: 2016/9/19-10:15:27,
#StatsDelayMs=10000,EdiskDelayMs=1500000,NClickTimes=5,LedsThresh=[30,70,150,350,800,]
#StatsETA=4146,EdiskETA=1494146,isRec=1,clicks=0,maxCPM=0,EDISK_nextIx=301,
#  clickTimes=[5854,5854,5854,5854,5854,]
clicks,maxCPM
1474355564,4,64
#Long loop: REC=1
1474355574,6,89
1474355584,1,32
1474355594,4,23
1474355604,3,43
1474355614,6,67
1474355624,5,51
1474355634,5,86
1474355644,5,57
1474355654,2,34
1474355664,5,44
1474355674,1,35
1474355684,7,66
1474355694,6,55
1474355704,9,221
1474355714,4,44
1474355724,8,74
1474355734,2,33
1474355744,6,42
1474355754,4,32
1474355764,6,48
1474355774,5,62
1474355784,5,74
1474355794,5,44
1474355804,2,26
1474355814,4,32
1474355824,4,90
1474355834,2,19
1474355844,5,73
1474355854,2,34
1474355864,4,25
1474355874,6,42
1474355884,3,49
1474355894,5,53
1474355904,6,56
1474355914,3,62
1474355924,1,17
1474355934,4,21
1474355944,5,154
1474355954,10,177
1474355964,9,97
1474355974,5,79
1474355984,9,107
1474355994,2,57
1474356004,6,53
1474356014,7,64
1474356024,1,23
1474356034,6,94
1474356044,5,45
1474356054,7,95
1474356064,9,82
1474356074,3,62
1474356084,4,29
1474356094,7,84
1474356104,3,28
1474356114,6,78
1474356124,5,58
1474356134,7,76
1474356144,7,81
1474356154,6,69
1474356164,1,18
1474356174,6,72
1474356184,6,198
1474356194,3,32
1474356204,4,21
1474356214,4,47
1474356224,1,27
1474356234,4,23
1474356244,2,18
1474356254,2,15
1474356264,5,41
1474356274,5,51
1474356284,5,48
1474356294,5,69
1474356304,5,45
1474356314,2,42
1474356324,7,89
1474356334,3,37
1474356344,5,68
1474356354,6,56
1474356364,3,42
1474356374,4,26
1474356384,6,53
1474356394,5,38
1474356404,3,35
1474356414,6,55
1474356424,5,47
1474356434,2,19
1474356444,2,14
1474356454,8,94
1474356464,5,113
1474356474,2,26
1474356484,4,38
1474356494,5,56
1474356504,2,30
1474356514,8,68
1474356524,6,77
1474356535,9,119
1474356545,3,30
1474356555,5,144
1474356565,6,63
1474356575,8,59
1474356585,7,118
1474356595,3,24
1474356605,3,55
1474356615,3,24
1474356625,6,70
1474356635,3,28
1474356645,3,37
1474356655,10,138
1474356665,7,196
1474356675,7,135
1474356685,4,42
1474356695,4,33
1474356705,2,35
1474356715,5,69
1474356725,8,97
1474356735,5,78
1474356745,3,26
1474356755,10,142
1474356765,3,38
1474356775,4,30
1474356785,7,116
1474356795,5,48
1474356805,3,39
1474356815,6,50
1474356825,5,51
1474356835,5,41
1474356845,4,30
1474356855,5,67
1474356865,3,43
1474356875,6,64
1474356885,2,24
1474356895,5,35
1474356905,3,31
1474356915,3,30
1474356925,7,149
1474356935,7,115
1474356945,4,30
1474356955,10,95
1474356965,6,292
1474356975,6,86
1474356985,7,74
1474356995,4,49
1474357005,8,169
1474357015,4,40
1474357025,5,39
1474357035,5,60
1474357045,1,30
1474357055,3,18
1474357065,4,34
#Long loop: REC=1
1474357075,5,53
1474357085,7,105
1474357095,3,38
1474357105,10,128
1474357115,5,63
1474357125,1,42
1474357135,3,21
1474357145,2,20
1474357155,3,43
1474357165,4,18
1474357175,8,114
1474357185,3,47
1474357195,5,61
1474357205,3,31
1474357215,5,49
1474357225,9,154
1474357235,5,154
1474357245,7,178
1474357255,9,146
1474357265,4,44
1474357275,4,31
1474357285,5,48
1474357295,5,68
1474357305,3,23
1474357315,4,31
1474357325,2,54
1474357335,8,101
1474357345,9,123
1474357355,4,57
1474357365,3,31
1474357375,4,37
1474357385,3,29
1474357395,9,109
1474357405,5,74
1474357415,8,93
1474357425,4,40
1474357435,7,189
1474357445,2,72
1474357455,4,20
1474357465,6,74
1474357475,9,215
1474357485,7,80
1474357495,7,155
1474357505,4,41
1474357515,5,40
1474357525,4,50
1474357535,7,69
1474357545,4,65
1474357555,7,96
1474357565,2,24
1474357576,6,81
1474357586,5,61
1474357596,4,41
1474357606,2,30
1474357616,1,18
1474357626,6,58
1474357636,8,99
1474357646,8,80
1474357656,7,87
1474357666,4,91
1474357676,5,45
1474357686,4,31
1474357696,5,133
1474357706,10,91
1474357716,1,80
1474357726,3,21
1474357736,10,120
1474357746,7,100
1474357756,6,54
1474357766,2,28
1474357776,4,29
1474357786,4,40
1474357796,11,169
1474357806,3,40
1474357816,2,20
1474357826,7,102
1474357836,3,33
1474357846,3,75
1474357856,2,20
1474357866,5,38
1474357876,2,43
1474357886,10,109
1474357896,5,68
1474357906,6,55
1474357916,2,51
1474357926,4,29
1474357936,3,37
1474357946,6,66
1474357956,4,33
1474357966,4,38
1474357976,5,57
1474357986,4,38
1474357996,4,37
1474358006,11,158
1474358016,7,110
1474358026,6,104
1474358036,6,48
1474358046,1,31
1474358056,4,22
1474358066,8,73
1474358076,3,40
1474358086,2,35
1474358096,2,18
1474358106,6,61
1474358116,5,98
1474358126,12,190
1474358136,6,76
1474358146,6,78
1474358156,6,65
1474358166,7,98
1474358176,4,47
1474358186,8,78
1474358196,4,80
1474358206,4,30
1474358216,7,120
1474358226,3,31
1474358236,4,29
1474358246,6,66
1474358256,6,64
1474358266,6,92
1474358276,7,55
1474358286,3,67
1474358296,1,26
1474358306,4,17
1474358316,3,36
1474358326,9,110
1474358336,8,135
1474358346,6,55
1474358356,6,66
1474358366,5,53
1474358376,6,61
1474358386,6,53
1474358396,3,47
1474358406,8,127
1474358416,5,111
1474358426,6,46
1474358436,2,31
1474358446,5,105
1474358456,6,58
1474358466,4,39
1474358476,8,407
1474358486,6,51
1474358496,6,102
1474358506,7,102
1474358516,9,143
1474358526,4,93
1474358536,9,83
1474358546,6,69
1474358556,6,145
1474358566,8,72
#Long loop: REC=1
1474358576,5,56
1474358586,10,127
1474358596,3,42
1474358606,6,63
1474358617,1,23
1474358627,4,28
1474358637,10,144
1474358647,5,93
1474358657,4,46
1474358667,10,149
1474358677,6,75
1474358687,10,149
1474358697,5,52
1474358707,4,69
1474358717,5,38
1474358727,3,25
1474358737,7,80
1474358747,1,60
1474358757,3,20
1474358767,4,29
1474358777,1,16
1474358787,9,151
1474358797,6,53
1474358807,7,77
1474358817,2,52
1474358827,1,19
1474358837,5,80
1474358847,5,63
1474358857,6,158
1474358867,12,190
1474358877,9,158
1474358887,12,184
1474358897,3,54
1474358907,9,89
1474358917,9,149
1474358927,4,43
1474358937,8,96
1474358947,11,117
1474358957,7,169
1474358967,11,157
1474358977,4,109
1474358987,6,37
1474358997,1,37
1474359007,3,16
1474359017,7,83
1474359027,4,26
1474359037,10,182
1474359047,10,104
1474359057,6,58
1474359067,8,82
1474359077,7,105
1474359087,7,130
1474359097,8,79
1474359107,4,33
1474359117,2,94
1474359127,4,36
1474359137,6,74
1474359147,7,62
1474359157,4,45
1474359167,7,105
1474359177,5,41
1474359187,6,116
1474359197,6,72
1474359207,7,89
1474359217,4,63
1474359227,2,99
1474359237,7,95
1474359247,5,57
1474359257,5,77
1474359267,8,121
1474359277,6,61
1474359287,6,84
1474359297,3,29
1474359307,6,40
1474359317,3,70
1474359327,5,140
1474359337,6,43
1474359347,6,59
1474359357,2,33
1474359367,2,21
1474359377,4,21
1474359387,7,94
1474359397,4,38
1474359407,7,110
1474359417,7,157
1474359427,0,0
1474359437,5,34
1474359447,7,59
1474359457,4,53
1474359467,3,29
1474359477,11,182
1474359487,4,93
1474359497,8,80
1474359507,6,69
1474359517,4,52
1474359527,5,40
1474359537,6,85
1474359547,10,241
1474359557,6,89
1474359567,10,128
1474359577,10,137
1474359587,3,43
1474359597,7,72
1474359607,5,69
1474359617,8,75
1474359628,7,69
1474359638,3,42
1474359648,5,53
1474359658,7,58
1474359668,8,88
1474359678,8,84
1474359688,4,39
1474359698,2,52
1474359708,8,147
1474359718,4,33
1474359728,7,57
1474359738,4,47
1474359748,6,71
1474359758,4,34
1474359768,7,81
1474359778,3,59
1474359788,4,25
1474359798,3,26
1474359808,8,82
1474359818,4,38
1474359828,7,120
1474359838,9,211
1474359848,11,114
1474359858,4,48
1474359868,6,83
1474359878,5,40
1474359888,4,136
1474359898,5,33
1474359908,7,170
1474359918,4,104
1474359928,6,97
1474359938,10,188
1474359948,4,34
1474359958,9,94
1474359968,6,69
1474359978,8,83
1474359988,3,28
1474359998,8,74
1474360008,7,78
1474360018,3,26
1474360028,2,39
1474360038,7,79
1474360048,3,35
1474360058,3,23
1474360068,7,188
#Long loop: REC=1
1474360078,4,36
1474360088,5,41
1474360098,7,112
1474360108,7,131
1474360118,10,83
1474360128,7,106
1474360138,12,116
1474360148,4,50
1474360158,5,37
1474360168,9,159
1474360178,5,46
1474360188,7,68
1474360198,6,152
1474360208,5,57
1474360218,4,32
1474360228,6,86
1474360238,2,61
1474360248,7,55
1474360258,3,57
1474360268,9,243
1474360278,5,76
1474360288,8,77
1474360298,3,52
1474360308,6,75
1474360318,4,72
1474360328,8,118
1474360338,10,200
1474360348,5,68
1474360358,8,79
1474360368,6,91
1474360378,5,66
1474360388,8,135
1474360398,3,87
1474360408,7,61
1474360418,6,117
1474360428,7,76
1474360438,4,42
1474360448,9,67
1474360458,10,190
1474360468,1,31
1474360478,2,19
1474360488,4,58
1474360498,6,38
1474360508,5,63
1474360518,5,41
1474360528,3,29
1474360538,3,23
1474360548,6,51
1474360558,2,38
1474360568,5,224
1474360578,10,129
1474360588,3,27
1474360598,6,63
1474360608,4,42
1474360618,6,65
1474360628,6,94
1474360638,8,117
1474360648,4,38
1474360659,8,65
1474360669,3,32
1474360679,6,63
1474360689,7,69
1474360699,11,114
1474360709,4,45
1474360719,6,57
1474360729,3,36
1474360739,4,60
1474360749,5,41
1474360759,5,44
1474360769,5,74
1474360779,5,102
1474360789,9,89
1474360799,8,219
1474360809,2,20
1474360819,4,31
1474360829,0,0
1474360839,7,83
1474360849,8,99
1474360859,3,36
1474360869,4,23
1474360879,7,71
1474360889,4,59
1474360899,4,33
1474360909,8,86
1474360919,5,73
1474360929,11,177
1474360939,3,65
1474360949,10,204
1474360959,4,39
1474360969,8,81
1474360979,8,120
1474360989,6,92
1474360999,7,186
1474361009,6,98
1474361019,5,64
1474361029,3,31
1474361039,6,79
1474361049,5,45
1474361059,4,53
1474361069,2,31
1474361079,5,49
1474361089,6,157
1474361099,4,53
1474361109,5,47
1474361119,9,86
1474361129,8,163
1474361139,6,76
1474361149,10,96
1474361159,7,183
1474361169,11,159
1474361179,4,55
1474361189,2,30
1474361199,7,66
1474361209,6,82
1474361219,12,182
1474361229,9,219
1474361239,11,204
1474361249,9,184
1474361259,10,123
1474361269,6,115
1474361279,5,40
1474361289,3,40
1474361299,3,23
1474361309,5,43
1474361319,11,155
1474361329,3,47
1474361339,5,99
1474361349,5,66
1474361359,3,31
1474361369,4,25
1474361379,5,81
1474361389,6,40
1474361399,5,97
1474361409,10,236
1474361419,6,110
1474361429,5,48
1474361439,2,21
1474361449,5,46
1474361459,10,112
1474361469,7,65
1474361479,3,63
1474361489,10,121
1474361499,3,161
1474361509,10,190
1474361519,7,107
1474361529,10,84
1474361539,4,59
1474361549,7,95
1474361559,5,157
1474361569,5,47
#Long loop: REC=1
1474361579,4,53
1474361589,6,74
1474361599,5,51
1474361609,4,29
1474361619,5,69
1474361629,4,42
1474361639,4,51
1474361649,3,31
1474361659,6,55
1474361669,5,72
1474361679,7,77
1474361689,8,281
1474361700,6,136
1474361710,5,41
1474361720,5,54
1474361730,6,68
1474361740,4,48
1474361750,8,234
1474361760,4,53
1474361770,12,237
1474361780,4,50
1474361790,6,61
1474361800,6,61
1474361810,5,42
1474361820,5,67
1474361830,3,41
1474361840,5,74
1474361850,13,168
1474361860,2,42
1474361870,10,154
1474361880,6,60
1474361890,7,127
1474361900,3,40
1474361910,3,21
1474361920,6,47
1474361930,3,49
1474361940,5,42
1474361950,6,63
1474361960,3,46
1474361970,7,52
1474361980,6,57
1474361990,7,147
1474362000,8,135
1474362010,7,75
1474362020,9,146
1474362030,10,150
1474362040,9,120
1474362050,0,0
1474362060,11,125
1474362070,13,153
1474362080,3,85
1474362090,7,92
1474362100,5,55
1474362110,7,74
1474362120,9,275
1474362130,10,347
1474362140,5,94
1474362150,2,46
1474362160,8,124
1474362170,6,75
1474362180,1,34
1474362190,7,79
1474362200,4,62
1474362210,4,34
1474362220,3,24
1474362230,5,65
1474362240,5,46
1474362250,8,164
1474362260,3,42
1474362270,7,99
1474362280,4,31
1474362290,2,46
1474362300,2,19
1474362310,8,121
1474362320,4,61
1474362330,6,113
1474362340,7,66
1474362350,3,33
1474362360,5,46
1474362370,6,66
1474362380,9,97
1474362390,12,128
1474362400,6,100
1474362410,4,45
1474362420,6,95
1474362430,4,50
1474362440,7,51
1474362450,8,91
1474362460,10,192
1474362470,11,300
1474362480,10,118
1474362490,2,36
1474362500,8,70
1474362510,6,125
1474362520,7,93
1474362530,5,47
1474362540,8,111
1474362550,7,90
1474362560,2,74
1474362570,6,259
1474362580,7,90
1474362590,4,85
1474362600,5,40
1474362610,4,36
1474362620,4,45
1474362630,4,30
1474362640,4,53
1474362650,5,60
1474362660,8,325
1474362670,9,109
1474362680,11,104
1474362690,4,53
1474362700,2,26
1474362710,3,20
1474362721,6,73
1474362731,5,83
1474362741,6,355
1474362751,5,87
1474362761,7,124
1474362771,5,95
1474362781,8,126
1474362791,5,104
1474362801,4,25
1474362811,2,27
1474362821,6,43
1474362831,7,59
1474362841,6,75
1474362851,7,67
1474362861,7,131
1474362871,6,77
1474362881,6,72
1474362891,5,71
1474362901,5,38
1474362911,5,46
1474362921,3,30
1474362931,2,27
1474362941,1,16
1474362951,2,11
1474362961,7,91
1474362971,6,316
1474362981,8,80
1474362991,9,109
1474363001,6,79
1474363011,7,109
1474363021,5,151
1474363031,1,22
1474363041,6,63
1474363051,2,63
1474363061,9,110
1474363071,5,108
#Long loop: REC=1
1474363081,4,34
1474363091,5,52
1474363101,6,52
1474363111,7,77
1474363121,4,48
1474363131,5,48
1474363141,9,87
1474363151,7,94
1474363161,9,106
1474363171,4,64
1474363181,5,50
1474363191,5,57
1474363201,10,261
1474363211,1,23
1474363221,10,140
1474363231,5,58
1474363241,7,67
1474363251,7,73
1474363261,7,114
1474363271,6,60
1474363281,4,52
1474363291,6,72
1474363301,8,81
1474363311,12,407
1474363321,5,80
1474363331,5,49
1474363341,5,96
1474363351,2,24
1474363361,7,97
1474363371,8,128
1474363381,6,67
1474363391,6,64
1474363401,3,43
1474363411,8,103
1474363421,3,45
1474363431,6,80
1474363441,6,63
1474363451,2,36
1474363461,5,58
1474363471,5,52
1474363481,7,93
1474363491,4,63
1474363501,10,280
1474363511,5,60
1474363521,5,95
1474363531,6,75
1474363541,5,49
1474363551,7,59
1474363561,5,67
1474363571,3,57
1474363581,5,52
1474363591,10,128
1474363601,5,62
1474363611,4,38
1474363621,10,149
1474363631,5,55
1474363641,4,44
1474363651,2,23
1474363661,6,215
1474363671,4,38
1474363681,2,32
1474363691,3,25
1474363701,8,153
1474363711,4,37
1474363721,8,308
1474363731,2,23
1474363742,8,89
1474363752,7,106
1474363762,7,78
1474363772,8,115
1474363782,3,29
1474363792,6,107
1474363802,9,99
1474363812,4,34
1474363822,9,79
1474363832,9,360
1474363842,8,287
1474363852,7,139
1474363862,6,48
1474363872,5,55
1474363882,8,115
1474363892,3,39
1474363902,5,47
1474363912,6,43
1474363922,4,46
1474363932,3,41
1474363942,5,33
1474363952,4,57
1474363962,6,61
1474363972,5,57
1474363982,5,96
1474363992,4,43
1474364002,11,246
1474364012,5,55
1474364022,7,79
1474364032,7,88
1474364042,5,61
1474364052,4,46
1474364062,5,82
1474364072,8,70
1474364082,8,72
1474364092,7,61
1474364102,4,55
1474364112,6,73
1474364122,8,132
1474364132,4,47
1474364142,4,40
1474364152,7,85
1474364162,4,51
1474364172,7,200
1474364182,3,41
1474364192,3,29
1474364202,6,78
1474364212,4,37
1474364222,10,187
1474364232,7,147
1474364242,4,46
1474364252,7,84
1474364262,6,90
1474364272,4,113
1474364282,7,87
1474364292,1,19
1474364302,5,90
1474364312,5,55
1474364322,6,69
1474364332,6,44
1474364342,3,47
1474364352,5,50
1474364362,4,51
1474364372,5,39
1474364382,6,63
1474364392,4,34
1474364402,9,206
1474364412,2,64
1474364422,5,41
1474364432,5,50
1474364442,5,47
1474364452,9,93
1474364462,6,66
1474364472,7,83
1474364482,5,87
1474364492,4,32
1474364502,9,116
1474364512,6,126
1474364522,3,29
1474364532,4,24
1474364542,5,48
1474364552,5,84
1474364562,3,28
1474364572,6,83
#Long loop: REC=1
1474364582,8,90
1474364592,1,29
1474364602,5,39
1474364612,9,159
1474364622,3,40
1474364632,8,150
1474364642,7,92
1474364652,3,30
1474364662,6,102
1474364672,3,43
1474364682,3,23
1474364692,7,56
1474364702,5,48
1474364712,6,69
1474364722,9,94
1474364732,6,115
1474364742,8,110
1474364752,6,109
1474364762,6,45
1474364772,3,66
1474364782,5,58
1474364792,4,38
1474364803,14,317
1474364813,1,37
1474364823,5,33
1474364833,4,57
1474364843,12,140
1474364853,5,92
1474364863,3,24
1474364873,3,42
1474364883,7,70
1474364893,6,76
1474364903,2,54
1474364913,6,44
1474364923,6,91
1474364933,5,44
1474364943,7,58
1474364953,6,412
1474364963,6,41
1474364973,7,188
1474364983,7,81
1474364993,5,89
1474365003,5,71
1474365013,6,74
1474365023,10,121
1474365033,6,63
1474365043,5,45
1474365053,7,151
1474365063,6,46
1474365073,4,36
1474365083,3,29
1474365093,1,14
1474365103,7,68
1474365113,5,96
1474365123,7,63
1474365133,9,136
1474365143,4,47
1474365153,6,58
1474365163,7,81
1474365173,7,103
1474365183,5,42
