CLICKS, MaxCPM5
1474434048,8,70
1474434058,3,32
1474434068,1,15
1474434078,6,50
1474434088,3,69
1474434098,9,210
1474434108,2,50
1474434118,6,65
1474434128,6,40
1474434138,3,43
1474434148,5,32
1474434158,2,27
1474434169,7,66
1474434179,5,114
1474434189,5,50
1474434199,5,51
1474434209,10,92
1474434219,0,0
1474434229,3,18
1474434239,3,48
1474434249,5,42
1474434259,5,41
1474434269,3,38
1474434279,1,26
1474434289,6,52
1474434299,2,35
1474434309,3,26
1474434319,1,23
1474434329,5,45
1474434339,5,55
1474434349,2,35
1474434359,5,56
1474434369,6,50
1474434379,3,28
1474434389,6,62
1474434399,6,76
1474434409,4,40
1474434419,6,62
1474434429,5,80
1474434439,5,64
1474434449,6,74
1474434459,4,81
1474434469,1,30
1474434479,3,13
1474434489,11,166
1474434499,8,85
1474434509,4,51
1474434519,6,147
1474434529,4,111
1474434539,1,15
1474434549,4,41
1474434559,5,37
1474434569,7,156
1474434579,2,25
1474434589,4,34
1474434599,3,22
1474434609,5,66
1474434619,2,36
1474434629,5,49
1474434639,6,83
1474434649,4,53
1474434659,1,20
1474434669,4,23
1474434679,6,59
1474434689,7,89
1474434699,4,58
1474434709,4,33
1474434719,3,33
1474434729,6,43
1474434739,3,43
1474434749,6,71
1474434759,6,132
1474434769,5,54
1474434779,7,74
1474434789,3,47
1474434799,8,72
1474434809,2,35
1474434819,8,60
1474434829,6,85
1474434839,6,168
1474434849,4,49
1474434859,7,59
1474434869,5,66
1474434879,9,206
1474434889,7,83
1474434899,6,75
1474434909,6,78
1474434919,5,43
1474434929,6,51
1474434939,8,128
1474434949,9,134
1474434959,2,54
1474434969,5,53
1474434979,4,31
1474434989,1,23
1474434999,3,17
1474435009,3,29
1474435019,2,23
1474435029,3,21
1474435039,6,106
1474435049,7,123
1474435059,5,34
1474435069,7,135
1474435079,5,63
1474435089,5,39
1474435099,6,429
1474435109,10,158
1474435119,8,107
1474435129,2,23
1474435139,5,47
1474435149,2,43
1474435159,3,19
1474435169,5,52
1474435179,3,25
1474435189,8,184
1474435199,4,74
1474435209,5,51
1474435219,2,35
1474435229,10,121
1474435240,7,68
1474435250,4,31
1474435260,6,70
1474435270,14,194
1474435280,1,33
1474435290,3,18
1474435300,2,26
1474435310,7,135
1474435320,3,51
1474435330,6,70
1474435340,5,130
1474435350,5,73
1474435360,5,42
1474435370,7,76
1474435380,4,40
1474435390,1,32
1474435400,2,15
1474435410,4,21
1474435420,6,57
1474435430,4,36
1474435440,5,54
1474435450,8,84
1474435460,6,59
1474435470,8,109
1474435480,9,126
1474435490,8,107
1474435500,8,101
1474435510,4,44
1474435520,4,21
1474435530,6,66
1474435540,3,55
1474435550,4,29
1474435560,6,57
1474435570,5,54
1474435580,2,34
1474435590,3,21
1474435600,7,97
1474435610,3,190
1474435620,1,27
1474435630,3,13
1474435640,5,41
1474435650,4,30
1474435660,9,127
1474435670,8,119
1474435680,3,40
1474435690,4,38
1474435700,6,55
1474435710,5,51
1474435720,6,76
1474435730,7,81
1474435740,4,47
1474435750,4,37
1474435760,2,23
1474435770,6,54
1474435780,2,74
1474435790,4,29
1474435800,4,46
1474435810,8,159
1474435820,7,91
1474435830,9,195
1474435840,4,41
1474435850,3,38
1474435860,6,61
1474435870,9,130
1474435880,2,38
1474435890,5,37
1474435900,2,18
1474435910,4,36
1474435920,4,36
1474435930,4,33
1474435940,4,50
1474435950,8,111
1474435960,4,46
1474435970,3,38
1474435980,6,47
1474435990,3,27
1474436000,3,32
1474436010,6,42
1474436020,5,54
1474436030,3,71
1474436040,0,0
1474436050,6,66
1474436060,5,45
1474436070,11,126
1474436080,5,87
1474436090,5,45
1474436100,6,127
1474436110,2,36
1474436120,6,72
1474436130,7,102
1474436140,10,163
1474436150,5,58
1474436160,7,82
1474436170,1,27
1474436180,2,17
1474436190,7,105
1474436200,8,119
1474436210,2,42
1474436220,6,86
1474436230,5,53
1474436240,5,43
1474436250,12,165
1474436260,8,101
1474436270,6,73
1474436280,4,42
1474436290,1,57
1474436301,10,96
1474436311,5,108
1474436321,2,32
1474436331,3,19
1474436341,5,57
1474436351,4,35
1474436361,4,39
1474436371,3,27
1474436381,5,41
1474436391,3,37
1474436401,4,25
1474436411,9,131
1474436421,5,121
1474436431,7,53
1474436441,4,96
1474436451,4,32
1474436461,3,27
1474436471,7,138
1474436481,7,127
1474436491,6,81
1474436501,1,21
1474436511,2,21
1474436521,4,20
1474436531,7,455
1474436541,5,46
1474436551,2,23
1474436561,6,40
1474436571,8,246
1474436581,7,62
1474436591,3,26
1474436601,4,44
1474436611,11,327
1474436621,5,51
1474436631,5,43
1474436641,5,39
1474436651,6,54
1474436661,6,85
1474436671,5,78
1474436681,7,63
1474436691,1,26
1474436701,4,33
1474436711,5,38
1474436721,9,78
1474436731,3,63
1474436741,8,118
1474436751,8,134
1474436761,3,34
1474436771,5,40
1474436781,5,48
1474436791,7,117
1474436801,6,45
1474436811,4,31
1474436821,8,104
1474436831,2,67
1474436841,3,22
1474436851,4,37
1474436861,5,61
1474436871,1,21
1474436881,8,88
1474436891,4,53
1474436901,4,33
1474436911,3,25
1474436921,6,60
1474436931,10,122
1474436941,7,121
1474436951,5,51
1474436961,6,71
1474436971,7,154
1474436981,7,121
1474436991,5,46
1474437001,7,88
1474437011,2,51
1474437021,6,74
1474437031,5,58
1474437041,7,68
1474437051,2,43
1474437061,7,223
1474437071,5,45
1474437081,4,32
1474437091,6,63
1474437101,4,53
1474437111,6,70
1474437121,1,31
1474437131,3,20
1474437141,7,84
1474437151,7,73
1474437161,6,76
1474437171,2,21
1474437181,4,129
1474437191,4,25
1474437201,6,54
1474437211,2,35
1474437221,6,84
1474437231,5,51
1474437241,8,100
1474437251,10,163
1474437261,2,75
1474437271,6,46
1474437281,3,29
1474437291,1,24
1474437301,5,98
1474437311,8,147
1474437321,6,60
1474437331,2,84
1474437341,5,58
1474437352,9,119
1474437362,7,102
1474437372,8,123
1474437382,4,33
1474437392,4,47
1474437402,5,101
1474437412,6,84
1474437422,5,53
1474437432,3,20
1474437442,5,84
1474437452,3,30
1474437462,4,49
1474437472,6,69
1474437482,3,47
1474437492,7,169
1474437502,4,52
1474437512,8,87
1474437522,6,90
1474437532,6,82
1474437542,8,110
1474437552,5,50
1474437562,6,81
1474437572,9,87
1474437582,7,105
1474437592,0,0
1474437602,6,56
1474437612,10,152
1474437622,5,52
1474437632,4,59
1474437642,8,82
1474437652,6,125
1474437662,6,41
1474437672,5,65
1474437682,3,29
1474437692,4,39
1474437702,7,90
1474437712,2,43
1474437722,3,17
1474437732,2,26
1474437742,2,27
1474437752,5,59
1474437762,1,34
1474437772,5,44
1474437782,8,172
1474437792,6,185
1474437802,3,28
1474437812,4,35
1474437822,8,85
1474437832,2,41
1474437842,4,26
1474437852,9,131
1474437862,6,68
1474437872,7,71
1474437882,3,37
1474437892,4,56
1474437902,6,43
1474437912,5,68
1474437922,5,69
1474437932,5,39
1474437942,4,35
1474437952,5,61
1474437962,9,148
1474437972,3,146
1474437982,9,144
1474437992,9,265
1474438002,6,85
1474438012,7,174
1474438022,5,157
1474438032,6,47
1474438042,7,83
1474438052,4,115
1474438062,6,67
1474438072,2,41
1474438082,5,56
1474438092,7,64
1474438102,3,45
1474438112,3,31
1474438122,6,56
1474438132,5,56
1474438142,6,60
1474438152,5,118
1474438162,9,113
1474438172,8,77
1474438182,6,81
1474438192,5,156
1474438202,9,212
1474438212,7,68
1474438222,3,33
1474438232,6,57
1474438242,3,45
1474438252,5,30
1474438262,2,26
1474438272,4,37
1474438282,1,30
1474438292,8,113
1474438302,2,43
1474438312,5,31
1474438322,5,43
1474438332,4,69
1474438342,5,36
1474438352,3,38
1474438362,3,27
1474438373,7,50
1474438383,5,63
1474438393,4,60
1474438403,7,52
1474438413,4,36
1474438423,5,63
1474438433,2,44
1474438443,2,17
1474438453,7,81
1474438463,0,0
1474438473,4,18
1474438483,4,27
1474438493,3,33
1474438503,2,22
1474438513,7,88
1474438523,7,57
1474438533,7,122
1474438543,2,36
1474438553,4,22
1474438563,6,77
1474438573,4,28
1474438583,4,89
1474438593,5,124
1474438603,5,64
1474438613,6,56
1474438623,5,59
1474438633,5,37
1474438643,4,43
1474438653,9,103
1474438663,3,49
1474438673,3,21
1474438683,4,106
1474438693,3,27
1474438703,4,28
1474438713,2,33
1474438723,5,42
1474438733,5,37
1474438743,9,122
1474438753,4,60
1474438763,4,70
1474438773,4,29
1474438783,6,47
1474438793,6,75
1474438803,6,55
1474438813,7,98
1474438823,6,67
1474438833,5,57
1474438843,4,29
1474438853,9,168
1474438863,2,43
1474438873,3,21
1474438883,3,35
1474438893,3,19
1474438903,3,47
1474438913,1,16
1474438923,3,14
1474438933,6,37
1474438943,10,262
1474438953,3,73
1474438963,7,51
1474438973,5,102
1474438983,6,58
1474438993,7,73
1474439003,8,120
1474439013,3,30
1474439023,7,114
1474439033,4,40
1474439043,10,122
1474439053,4,34
1474439063,4,40
1474439073,3,24
1474439083,8,95
1474439093,6,115
1474439103,3,211
1474439113,5,39
1474439123,3,32
1474439133,2,24
1474439143,5,37
1474439153,4,74
1474439163,4,29
1474439173,5,45
1474439183,7,88
1474439193,6,58
1474439203,8,76
1474439213,4,79
1474439223,4,28
1474439233,5,37
1474439243,3,34
1474439253,4,33
1474439263,6,70
1474439273,2,47
1474439283,7,77
1474439293,3,48
1474439303,6,61
1474439313,2,56
1474439323,7,83
1474439333,9,164
1474439343,7,147
1474439353,4,40
1474439363,5,43
1474439373,5,81
1474439383,5,48
1474439393,6,49
1474439403,6,54
1474439414,8,121
1474439424,3,95
1474439434,3,23
1474439444,3,38
1474439454,4,24
1474439464,4,39
1474439474,8,120
1474439484,5,100
1474439494,7,121
1474439504,6,54
1474439514,5,118
1474439524,8,108
1474439534,5,48
1474439544,5,78
1474439554,5,58
1474439564,5,55
1474439574,5,52
1474439584,1,19
1474439594,11,178
1474439604,5,59
1474439614,6,71
1474439624,1,33
1474439634,2,20
1474439644,6,58
1474439654,7,121
1474439664,2,26
1474439674,11,162
1474439684,11,239
1474439694,5,62
1474439704,7,157
1474439714,6,46
1474439724,8,141
1474439734,4,86
1474439744,7,82
1474439754,4,66
1474439764,9,209
1474439774,4,39
1474439784,4,34
1474439794,9,77
1474439804,5,213
1474439814,6,74
1474439824,5,48
1474439834,8,132
1474439844,3,33
1474439854,4,30
1474439864,4,63
1474439874,6,67
1474439884,6,51
1474439894,4,58
1474439904,7,142
1474439914,9,258
1474439924,8,120
1474439934,10,239
1474439944,3,66
1474439954,8,74
1474439964,5,74
1474439974,5,43
1474439984,5,45
1474439994,10,326
1474440004,4,43
1474440014,7,174
1474440024,7,126
1474440034,8,95
1474440044,4,31
1474440054,3,34
1474440064,4,30
1474440074,2,28
1474440084,7,69
1474440094,3,50
1474440104,9,193
1474440114,3,127
1474440124,7,109
1474440134,6,59
1474440144,5,69
1474440154,4,55
1474440164,7,79
1474440174,4,48
1474440184,6,85
1474440194,7,73
1474440204,5,50
1474440214,5,39
1474440224,3,31
1474440234,4,34
1474440244,5,79
1474440254,6,81
1474440264,8,110
1474440274,3,34
1474440284,7,67
1474440294,3,77
1474440304,5,48
1474440314,8,233
1474440324,1,27
1474440334,2,16
1474440344,4,38
1474440354,2,28
1474440364,7,104
1474440374,8,85
1474440384,7,230
1474440394,5,46
1474440404,9,191
1474440414,3,30
1474440424,5,47
1474440434,9,84
1474440444,1,49
1474440454,7,95
1474440464,2,54
1474440475,4,18
1474440485,7,142
1474440495,3,39
1474440505,6,48
1474440515,7,70
1474440525,6,52
1474440535,5,77
1474440545,10,138
1474440555,5,69
1474440565,4,31
1474440575,4,32
1474440585,8,192
1474440595,2,43
1474440605,1,14
1474440615,3,15
1474440625,2,21
1474440635,9,375
1474440645,5,56
1474440655,7,120
1474440665,3,31
1474440675,3,25
1474440685,3,30
1474440695,4,52
1474440705,2,23
1474440715,7,112
1474440725,2,48
1474440735,6,77
1474440745,9,110
1474440755,3,69
1474440765,4,42
1474440775,6,64
1474440785,3,46
1474440795,8,85
1474440805,5,44
1474440815,4,39
1474440825,6,93
1474440835,4,47
1474440845,12,107
1474440855,4,41
1474440865,3,46
1474440875,0,0
1474440885,5,52
1474440895,10,208
1474440905,5,54
1474440915,0,0
1474440925,3,16
1474440935,8,154
1474440945,2,22
1474440955,3,38
1474440965,7,93
1474440975,6,53
1474440985,5,66
1474440995,3,32
1474441005,4,28
1474441015,3,27
1474441025,6,44
1474441035,6,85
1474441045,3,38
1474441055,5,34
1474441065,4,41
1474441075,6,49
1474441085,6,83
1474441095,5,110
1474441105,7,59
1474441115,8,122
1474441125,1,26
1474441135,5,50
1474441145,9,126
1474441155,2,70
1474441165,6,66
1474441175,1,26
1474441185,5,65
1474441195,8,177
1474441205,5,121
1474441215,2,27
1474441225,5,46
1474441235,9,79
1474441245,9,171
1474441255,3,32
1474441265,0,0
1474441275,2,15
1474441285,5,38
1474441295,4,47
1474441305,6,72
1474441315,4,81
1474441325,4,30
1474441335,4,46
1474441345,6,59
1474441355,2,40
1474441365,4,26
1474441375,5,47
1474441385,7,74
1474441395,4,62
1474441405,3,23
1474441415,5,44
1474441425,6,57
1474441435,1,30
1474441445,12,201
1474441455,5,107
1474441465,7,120
1474441475,5,44
1474441485,5,46
1474441495,5,57
1474441505,5,51
1474441515,6,75
1474441526,7,54
1474441536,8,85
1474441546,7,138
1474441556,9,118
1474441566,3,61
1474441576,4,28
1474441586,7,50
1474441596,3,36
1474441606,11,95
1474441616,5,64
1474441626,5,49
1474441636,6,69
1474441646,12,402
1474441656,8,78
1474441666,8,92
1474441676,3,78
1474441686,6,55
1474441696,6,49
1474441706,9,474
1474441716,7,64
1474441726,5,46
1474441736,5,53
1474441746,5,42
1474441756,4,58
1474441766,6,52
1474441776,8,150
1474441786,5,73
1474441796,6,77
1474441806,4,50
1474441816,5,82
1474441826,3,37
1474441836,3,30
1474441846,1,16
1474441856,4,38
1474441866,6,97
1474441876,5,52
1474441886,3,36
1474441896,5,68
1474441906,5,53
1474441916,10,195
1474441926,3,64
1474441936,8,80
1474441946,7,187
1474441956,4,60
1474441966,3,29
1474441976,2,22
1474441986,2,13
1474441996,4,27
1474442006,6,101
1474442016,4,36
1474442026,5,35
1474442036,4,44
1474442046,8,115
1474442056,7,66
1474442066,6,60
1474442076,3,56
1474442086,4,25
1474442096,4,76
1474442106,3,27
1474442116,4,25
1474442126,1,19
1474442136,8,209
1474442146,5,45
1474442156,5,41
1474442166,5,40
1474442176,6,63
1474442186,5,46
1474442196,4,53
1474442206,6,52
1474442216,6,54
1474442226,5,50
1474442236,10,182
1474442246,5,52
1474442256,4,33
1474442266,4,32
1474442276,0,0
1474442286,3,15
1474442296,3,22
1474442306,2,46
1474442316,1,19
1474442326,6,94
1474442336,6,127
1474442346,2,68
1474442356,3,25
1474442366,10,182
1474442376,7,111
1474442386,5,89
1474442396,7,77
1474442406,6,76
1474442416,6,56
1474442426,6,55
1474442436,4,39
1474442446,2,24
1474442456,7,156
1474442466,4,42
1474442476,6,52
1474442486,9,118
1474442496,3,40
1474442506,6,62
1474442516,5,59
1474442526,2,21
1474442536,3,42
1474442546,4,21
1474442556,6,61
1474442566,8,73
1474442576,6,97
1474442587,6,64
1474442597,6,89
1474442607,6,91
1474442617,4,37
1474442627,4,28
1474442637,4,32
1474442647,6,63
1474442657,9,150
1474442667,5,56
1474442677,3,37
1474442687,9,77
1474442697,6,72
1474442707,7,72
1474442717,6,70
1474442727,4,34
1474442737,8,172
1474442747,5,52
1474442757,3,62
1474442767,9,101
1474442777,11,134
1474442787,6,111
1474442797,6,92
1474442807,7,95
1474442817,7,115
1474442827,7,72
1474442837,3,27
1474442847,8,71
1474442857,7,69
1474442867,8,241
1474442877,4,43
1474442887,6,45
1474442897,9,76
1474442907,6,101
1474442917,10,140
1474442927,9,134
1474442937,7,177
1474442947,1,22
1474442957,3,17
1474442967,5,51
1474442977,5,49
1474442987,6,90
1474442997,3,64
1474443007,4,31
1474443017,5,45
1474443027,9,147
1474443037,9,104
1474443047,8,118
1474443057,7,69
1474443067,6,64
1474443077,2,31
1474443087,4,26
1474443097,5,44
1474443107,4,33
1474443117,3,37
1474443127,2,21
1474443137,4,37
1474443147,13,297
1474443157,3,28
1474443167,9,168
1474443177,5,58
1474443187,7,55
1474443197,5,51
1474443207,6,109
1474443217,2,23
1474443227,7,110
1474443237,3,50
1474443247,6,48
1474443257,6,78
1474443267,2,43
1474443277,6,84
1474443287,4,39
1474443297,9,287
1474443307,2,49
1474443317,3,24
1474443327,4,31
1474443337,2,58
1474443347,4,24
1474443357,3,23
1474443367,7,99
1474443377,2,86
1474443387,5,45
1474443397,5,90
1474443407,2,22
1474443417,7,63
1474443427,6,124
1474443437,5,48
1474443447,5,123
1474443457,4,28
1474443467,9,92
1474443477,7,66
1474443487,7,109
1474443497,5,147
1474443507,2,54
1474443517,5,97
1474443527,7,74
1474443537,2,58
1474443547,8,211
1474443557,10,104
1474443567,5,50
1474443577,4,40
1474443587,4,54
1474443597,11,127
1474443607,4,98
1474443618,2,24
1474443628,6,70
1474443638,4,45
1474443648,4,63
1474443658,2,24
1474443668,6,49
1474443678,3,69
1474443688,4,26
1474443698,5,45
1474443708,8,167
1474443718,6,78
1474443728,5,44
1474443738,7,106
1474443748,3,27
1474443758,3,25
1474443768,7,56
1474443778,9,84
1474443788,6,93
1474443798,4,52
1474443808,1,20
1474443818,1,11
1474443828,5,53
1474443838,7,73
1474443848,5,46
1474443858,1,19
1474443868,9,139
1474443878,3,44
1474443888,11,192
1474443898,5,41
1474443908,4,43
1474443918,2,28
1474443928,9,90
1474443938,6,101
1474443948,4,57
1474443958,7,98
1474443968,5,88
1474443978,8,97
1474443988,5,60
1474443998,5,48
1474444008,6,39
1474444018,5,51
1474444028,3,29
1474444038,4,31
1474444048,3,40
1474444058,6,49
1474444068,4,47
1474444078,4,37
1474444088,9,92
1474444098,6,73
1474444108,7,69
1474444118,2,28
1474444128,2,19
1474444138,7,90
1474444148,4,40
1474444158,7,135
1474444168,5,135
1474444178,4,42
1474444188,6,63
1474444198,5,54
1474444208,8,91
1474444218,8,218
1474444228,5,48
1474444238,1,18
1474444248,6,60
1474444258,6,47
1474444268,5,70
1474444278,3,38
1474444288,5,33
1474444298,4,40
1474444308,7,64
1474444318,5,68
1474444328,5,41
1474444338,5,68
1474444348,5,42
1474444358,4,41
1474444368,5,47
1474444378,5,44
1474444388,9,125
1474444398,6,88
1474444408,6,69
1474444418,4,35
1474444428,5,76
1474444438,3,69
1474444448,7,44
1474444458,4,56
1474444468,2,34
1474444478,1,14
1474444488,9,555
1474444498,6,59
1474444508,3,111
1474444518,2,16
1474444528,7,152
1474444538,5,53
1474444548,3,35
1474444558,5,40
1474444568,9,128
1474444578,11,163
1474444588,6,61
1474444598,4,93
1474444608,6,37
1474444618,6,80
1474444628,6,62
1474444638,5,47
1474444648,4,51
1474444658,3,38
1474444669,3,25
1474444679,5,41
1474444689,2,27
1474444699,3,20
1474444709,2,18
1474444719,3,21
1474444729,9,113
1474444739,7,107
1474444749,5,56
1474444759,5,61
1474444769,6,42
1474444779,5,62
1474444789,3,26
1474444799,5,50
1474444809,7,60
1474444819,5,78
1474444829,3,34
1474444839,3,20
1474444849,5,36
1474444859,5,41
1474444869,5,90
1474444879,5,48
1474444889,7,75
1474444899,4,59
1474444909,10,123
1474444919,4,61
1474444929,4,37
1474444939,6,51
1474444949,5,70
1474444959,0,0
1474444969,6,52
1474444979,7,57
1474444989,5,62
1474444999,6,55
1474445009,6,262
1474445019,4,28
1474445029,3,32
1474445039,4,32
1474445049,6,66
1474445059,5,47
1474445069,8,143
1474445079,4,42
1474445089,5,48
1474445099,9,75
1474445109,6,88
1474445119,5,44
1474445129,8,196
1474445139,5,48
1474445149,6,51
1474445159,3,86
1474445169,3,24
1474445179,5,43
1474445189,3,26
1474445199,10,147
1474445209,5,58
1474445219,4,63
1474445229,6,42
1474445239,5,52
1474445249,7,61
1474445259,4,40
1474445269,4,56
1474445279,10,227
1474445289,2,102
1474445299,1,23
1474445309,4,16
1474445319,4,45
1474445329,5,38
1474445339,5,80
1474445349,3,25
1474445359,5,42
1474445369,9,93
1474445379,4,46
1474445389,6,60
1474445399,4,44
1474445409,4,37
1474445419,6,65
1474445429,6,161
1474445439,2,52
1474445449,3,31
1474445459,4,24
1474445469,2,21
1474445479,7,77
1474445489,3,28
1474445499,8,255
1474445509,4,56
1474445519,8,94
1474445529,5,57
1474445539,4,29
1474445549,5,50
1474445559,4,59
1474445569,4,31
1474445579,5,45
1474445589,6,48
1474445599,7,95
1474445609,4,43
1474445619,3,23
1474445629,5,67
1474445639,6,63
1474445649,2,33
1474445659,4,33
1474445669,7,96
1474445679,6,58
1474445689,3,34
1474445699,8,82
1474445709,3,31
1474445719,2,25
1474445729,5,65
1474445740,1,21
1474445750,2,16
1474445760,3,15
1474445770,7,72
1474445780,6,92
1474445790,5,49
1474445800,1,25
1474445810,5,39
1474445820,7,76
1474445830,3,33
1474445840,2,28
1474445850,9,119
1474445860,4,102
1474445870,3,27
1474445880,4,30
1474445890,4,38
1474445900,4,48
1474445910,1,20
1474445920,4,21
1474445930,6,125
1474445940,4,69
1474445950,6,62
1474445960,5,53
1474445970,3,26
1474445980,7,55
1474445990,4,36
1474446000,4,75
1474446010,10,167
1474446020,5,53
1474446030,4,42
1474446040,8,65
1474446050,4,53
1474446060,7,78
1474446070,4,48
1474446080,1,19
1474446090,4,27
1474446100,6,53
1474446110,5,41
1474446120,4,62
1474446130,7,72
1474446140,8,127
1474446150,6,59
1474446160,4,37
1474446170,4,55
1474446180,8,286
1474446190,5,67
1474446200,10,116
1474446210,7,89
1474446220,2,42
1474446230,3,23
1474446240,10,113
1474446250,4,75
1474446260,5,133
1474446270,8,80
1474446280,12,202
1474446290,8,114
1474446300,3,74
1474446310,6,63
1474446320,7,72
1474446330,4,37
1474446340,4,80
1474446350,3,28
1474446360,4,40
1474446370,7,68
1474446380,7,105
1474446390,6,202
1474446400,1,30
1474446410,5,39
1474446420,1,20
1474446430,5,52
1474446440,5,65
1474446450,8,103
1474446460,3,74
1474446470,4,26
1474446480,9,91
1474446490,4,83
1474446500,3,22
1474446510,8,133
1474446520,5,46
1474446530,4,29
1474446540,6,66
1474446550,3,51
1474446560,2,27
1474446570,4,26
1474446580,2,27
1474446590,6,80
1474446600,6,52
1474446610,4,30
1474446620,6,54
1474446630,3,49
1474446640,3,29
1474446650,9,113
1474446660,5,45
1474446670,5,56
1474446680,4,54
1474446690,5,55
1474446700,10,128
1474446710,7,108
1474446720,5,41
1474446730,3,33
1474446740,2,18
1474446750,5,42
1474446760,6,113
1474446770,4,42
1474446780,5,43
1474446790,8,84
1474446800,8,79
1474446811,4,57
1474446821,6,109
1474446831,5,45
1474446841,6,65
1474446851,7,114
1474446861,1,21
1474446871,8,62
1474446881,4,51
1474446891,6,119
1474446901,10,115
1474446911,3,59
1474446921,4,29
1474446931,2,23
1474446941,6,48
1474446951,2,28
1474446961,2,21
1474446971,4,23
1474446981,3,25
1474446991,4,34
1474447001,9,139
1474447011,6,116
1474447021,5,55
1474447031,5,45
1474447041,9,82
1474447051,4,70
1474447061,7,46
1474447071,3,41
1474447081,3,34
1474447091,4,21
1474447101,2,23
1474447111,5,39
1474447121,3,61
1474447131,4,36
1474447141,6,61
1474447151,5,40
1474447161,7,58
1474447171,9,179
1474447181,6,102
1474447191,7,90
1474447201,8,67
1474447211,3,46
1474447221,3,27
1474447231,3,22
1474447241,7,75
1474447251,6,41
1474447261,3,61
1474447271,5,53
1474447281,5,65
1474447291,4,32
1474447301,2,48
1474447311,8,89
1474447321,6,107
1474447331,1,22
1474447341,4,24
1474447351,4,29
1474447361,6,74
1474447371,4,61
1474447381,5,62
1474447391,7,53
1474447401,4,36
1474447411,5,53
1474447421,4,41
1474447431,7,86
1474447441,3,71
1474447451,5,38
1474447461,9,114
1474447471,10,168
1474447481,3,44
1474447491,6,55
1474447501,7,64
1474447511,6,103
1474447521,4,38
1474447531,5,68
1474447541,2,28
1474447551,5,37
1474447561,5,70
1474447571,9,143
1474447581,8,132
1474447591,5,70
1474447601,6,124
1474447611,3,24
1474447621,5,43
1474447631,8,132
1474447641,6,216
1474447651,10,106
1474447661,8,375
1474447671,8,123
1474447681,7,56
1474447691,8,197
1474447701,8,112
1474447711,4,40
1474447721,8,195
1474447731,10,298
1474447741,4,39
1474447751,2,37
1474447761,8,206
1474447771,8,88
1474447781,7,162
1474447791,1,20
1474447801,5,63
1474447811,2,32
1474447821,5,38
1474447831,4,48
1474447841,3,18
1474447851,9,114
1474447861,1,54
1474447872,2,20
1474447882,2,13
1474447892,6,61
1474447902,4,41
1474447912,5,63
1474447922,8,248
1474447932,4,90
1474447942,5,61
1474447952,7,113
1474447962,6,56
1474447972,4,54
1474447982,5,132
1474447992,7,59
1474448002,4,60
1474448012,2,27
1474448022,5,51
1474448032,6,78
1474448042,7,102
1474448052,3,43
1474448062,7,116
1474448072,5,99
1474448082,5,40
1474448092,2,35
1474448102,2,15
1474448112,9,346
1474448122,4,34
1474448132,5,70
1474448142,6,51
1474448152,3,41
1474448162,8,353
1474448172,7,62
1474448182,4,55
1474448192,3,22
1474448202,5,76
1474448212,3,30
1474448222,4,43
1474448232,5,39
1474448242,4,33
1474448252,5,62
1474448262,7,73
1474448272,8,78
1474448282,4,59
1474448292,6,43
1474448302,5,57
1474448312,2,39
1474448322,6,75
1474448332,4,65
1474448342,2,28
1474448352,2,21
1474448362,4,43
1474448372,2,34
1474448382,4,29
1474448392,7,50
1474448402,11,203
1474448412,6,143
1474448422,4,68
1474448432,10,154
1474448442,4,105
1474448452,7,59
1474448462,6,56
1474448472,7,65
1474448482,6,55
1474448492,7,109
1474448502,5,53
1474448512,11,146
1474448522,3,43
1474448532,2,23
1474448542,3,22
1474448552,4,27
1474448562,4,34
1474448572,7,95
1474448582,1,50
1474448592,7,53
1474448602,5,78
1474448612,8,87
1474448622,3,48
1474448632,2,25
1474448642,3,19
1474448652,3,24
1474448662,6,76
1474448672,4,50
1474448682,4,35
1474448692,7,116
1474448702,5,54
1474448712,5,38
1474448722,5,60
1474448732,2,34
1474448742,3,19
1474448752,3,31
1474448762,8,93
1474448772,3,32
1474448782,5,37
1474448792,5,59
1474448802,8,100
1474448812,10,130
1474448822,1,75
1474448832,7,70
1474448842,2,49
1474448852,4,22
1474448862,5,44
1474448872,4,37
1474448882,3,37
1474448892,7,68
1474448902,4,58
1474448912,1,17
1474448922,7,209
1474448932,8,141
1474448942,5,40
1474448953,5,54
1474448963,5,44
1474448973,6,189
1474448983,7,71
1474448993,7,124
1474449003,6,84
1474449013,4,40
1474449023,4,32
1474449033,6,84
1474449043,6,69
1474449053,6,64
1474449063,5,66
1474449073,6,59
1474449083,4,40
1474449093,6,67
1474449103,11,146
1474449113,5,109
1474449123,7,88
1474449133,5,48
1474449143,8,161
1474449153,4,71
1474449163,7,74
1474449173,8,83
1474449183,6,68
1474449193,6,89
1474449203,6,200
1474449213,7,103
1474449223,6,93
1474449233,5,60
1474449243,4,31
1474449253,3,24
1474449263,5,131
1474449273,7,75
1474449283,7,147
1474449293,6,117
1474449303,5,44
1474449313,4,34
1474449323,1,34
1474449333,6,69
1474449343,9,152
1474449353,5,48
1474449363,4,53
1474449373,7,58
1474449383,7,129
1474449393,2,60
1474449403,3,24
1474449413,3,25
1474449423,6,46
1474449433,6,82
1474449443,2,32
1474449453,2,14
1474449463,6,128
1474449473,7,177
1474449483,5,86
1474449493,6,67
1474449503,5,48
1474449513,3,46
1474449523,7,89
1474449533,7,61
1474449543,9,109
1474449553,7,90
1474449563,7,76
1474449573,5,48
1474449583,5,59
1474449593,6,116
